concept_id,gloss,generosity,is_nonhit_control,tk_segment,an_segment,context,support,confidence
blowofwind,BLOW (OF WIND),4,0,s/ch/ś/z,s,onset (affricates/fricatives),"TK: 'śui', 'chü', 'chui', 'zəp', 'cwi'; AN: 'siupe', 'siup', 'sibok', 'sap'ʔoy', 'su:pan'",3
blowofwind,BLOW (OF WIND),4,0,j,j,onset,TK: 'jəp'; AN: 'ju(p)',2
blowofwind,BLOW (OF WIND),4,0,au/iu/ui,iu/yu/u,vowel nucleus/diphthong,"TK: 'pau', 'piu', 'cwi', 'chui'; AN: 'siup', 'huyup', 'ma-ʔiup', 'iup', 'ju(p)'",3
cassava,CASSAVA,4,0,man,man,word onset/CVC skeleton,"TK: man.³³_δieu, man.²_mai, man.²_niu, man.¹_niw, man_sam_pa_laŋ; AN: manioke, manioka, manio(k), manjok, mangahàzo",5
cassava,CASSAVA,4,0,mai,mai/mi,"second syllable, after 'man-'","TK: man.²_mai.⁴, mân.²¹²_mâi.³¹, man.²_maiʔ.⁴, man.²_mi:n.²; AN: manioka, manioke, mioka",3
cassava,CASSAVA,4,0,niw/niu/niu,nio,VC transition,"TK: man.¹_niw.⁵, man.²_niu.⁴; AN: manioka, manioke, manio(k), manjok",3
cassava,CASSAVA,4,0,k/ŋ,k,final or penultimate coda,"TK: mansǎmpalǎŋ, man.¹_sam.⁵-pa.²-laŋ.⁵; AN: maniok, manioka, manjok, tapeoka",2
eat,EAT,4,0,k,k,onset,"TK: ka:n, kɯn, kin, kɜn; AN: kan, kuman, kaʔen, kaʔun, makan, kɨʔɨn",5
eat,EAT,4,0,n,n,coda/final or in medial coda,"TK: kan, kin, kɯn, cen; AN: kan, makan, kuman, kanɨ, kaʔen",5
eat,EAT,4,0,a,a,nucleus (main vowel),"TK: ka:n, ca:n, kan; AN: kan, makan, kaʔen, maán",5
eat,EAT,4,0,i,i,nucleus (vowel) in some forms,"TK: kin, cin, ȶin; AN: mihomana, minana, miinana",3
eat,EAT,4,0,ts/c/ȶ/ć,k,"onset, possible affricate-to-stop","TK: tsie, tsia, cen, ćan, ȶia, ȶin; AN: kan, kuman",2
eat,EAT,4,0,k,ʔ,onset/coda (loss or identification with glottal),"TK: kan, kɯn; AN: kaʔen, kaʔun, kɨʔɨn",2
eat,EAT,4,0,ou/au,au,diphthongal nucleus (less common),"TK: lau2, lou2; AN: umau, maun",1
eye,EYE,4,0,t,t,"onset, main syllable","TK: ta, taa, t̪aa / AN: mata, matá, mataʔ, ma:táʔ",5
eye,EYE,4,0,a,a,"main vowel, core syllable","TK: ta, taa, tha, cha / AN: mata, matá, mataʔ, ma:táʔ",5
eye,EYE,4,0,th,t,"onset, voicing/aspiration variation","TK: tha, t̪aa / AN: mata, matá",3
eye,EYE,4,0,nd/ⁿd,d,"onset, nasal/voiced stop correspondence","TK: nda¹, ⁿda¹, luŋ+nda¹ / AN: doriq, doriʡ, ma.d",2
eye,EYE,4,0,pl/ch,m/b,"onset, potentially non-cognate or assimilative/nursery","TK: pla.¹, cha.¹; AN: mata, bulíga', b.o.t.u.n",1
eye,EYE,4,0,luŋ/lɤk/lək,lo/ro,"pre-syllable, compounding/expansion","TK: lɤk+ta, luŋ+nda / AN: loziq, roziq",2
here,HERE,4,0,n(i)/nei,ni/ne,final syllable,"TK: ki+ni, ke+nei, ki+nei, ti+nei, ka+ni; AN: hini, neni, lani, nei!ini, ku_ne",4
here,HERE,4,0,k/kh/g (onset),k/h (onset),"initial onset, especially in disyllabic forms","TK: ki+ni, kjɛk+nei, ke+nei; AN: koi, ku_ne, hini, hai",3
here,HERE,4,0,t/th/d (onset),t/d (onset),"initial onset, fronted coronal","TK: ti+nei, tɤi+nəi, thîinîi; AN: di_sini, taiene, eto, ateto, aketo",2
here,HERE,4,0,ai/ei,ai/ei,vowel nucleus/rhyme,"TK: nai, nei; AN: hai, taiene, nei!ini, inei",3
mother,MOTHER,4,0,m,n,onset (root-initial),"TK: me, ma, mɛ, miə (Tai/Hlai); AN: ina, nay, nanay, ninaa (Formosan/WMP)",3
mother,MOTHER,4,0,n,n,onset (root-initial),"TK: nai, nəi, naːŋ, nie, ne (Kam-Sui/Kra); AN: ina, nay, nanay, ninaa (Formosan/WMP)",4
mother,MOTHER,4,0,ai/ei/ie/ɛ,a,nucleus/vowel,"TK: nai, nəi, nie, mɛ; AN: ina, nay, ninaa",2
mother,MOTHER,4,0,ma/mi/me,ina/ene/inaʔ,CVC skeleton (monosyllabic to disyllabic/echoic),"TK: ma, mi, me, mɛ; AN: ina, inene, mini (WMP/Shwng)",2
nose,NOSE,4,0,n,n,onset,"TK: naŋ, nɐŋ, nəŋ; AN: nuŋ, n'iruŋ, ngulóng, neabɔ",4
nose,NOSE,4,0,ŋ,ŋ,coda,"TK: naŋ, laŋ, daŋ, nɐŋ; AN: nuŋ, duŋ, ruŋ, sung, izuŋ, ʔiduŋ, suŋətan, taŋoanə",5
nose,NOSE,4,0,d,d,"onset, intervocalic","TK: daŋ, ʔdaŋ, ʔɗăŋ; AN: duŋ, ʔiduŋ, haʔˈduŋ",3
nose,NOSE,4,0,a,u/ɨ,nucleus before final ŋ,"TK: naŋ, daŋ, laŋ; AN: nuŋ, duŋ, ruŋ, sung, izuŋ, ʔiduŋ",3
nose,NOSE,4,0,l,r/l,onset (possible lateral/rhotic match),"TK: laŋ; AN: iróŋ, ngulóng, ilung",2
nose,NOSE,4,0,kh/h,h,initial obstruent,"TK: khak, khat, khu:; AN: haʔˈduŋ",2
shoulder,SHOULDER,4,0,ba,ba/baɡa,"CVC/CV skeleton, especially root or second element in compounds","TK: ʔba⁴⁵, ʔba.⁵⁵, ba:.⁵, ba.⁵, bàa, loŋ.²_ba.⁵, ho:.¹_ba:.⁵; AN: abaga, baga, abada, abáha, ʔabaxán, ʔabalaʔ",4
shoulder,SHOULDER,4,0,ho/lo,ha,"onset, across syllables in compounds or first element","TK: ho:.³_ma:.², ho:.¹_ba:.⁵, loŋ.²_ba.⁵, ho:.³_wa:.³; AN: haŋaliq, haŋaliʔ, hiraŋ, abáha",3
shoulder,SHOULDER,4,0,ŋ,ŋ,coda or second element,"TK: paŋ³³+ʔba⁴⁵, toŋ.³_ʔba.⁶, tuŋ.¹_ʔba.⁵, ʔoŋ²²+ma⁵⁵; AN: haŋaliq, haŋaliʔ, hiraŋ, bambaŋ",4
shoulder,SHOULDER,4,0,pa,pa/paga,"onset or root, sometimes reduplicated","TK: pâu.⁵⁵_sa.⁵⁵, paŋ³³+ʔba⁴⁵; AN: pagó, papyal, pagó, abaga, paduka",3
shoulder,SHOULDER,4,0,ka/qa,ka/ʔa,syllable onset or as initial in compounds,"TK: ki.⁴²_pu.³⁵, qa.⁰_ʔba.¹¹, kan.³_wie.⁵; AN: qavan, ʔavan, afalaʔ, abaga, aɬiasa, abaxán",2
this,THIS,4,0,n,n,onset,"TK: 'nai', 'nei', 'ni', 'nəi', 'nii', 'nen'; AN: 'ni', 'nii', 'niʔan', 'ini', 'iní', 'nena', 'niŋ'",5
this,THIS,4,0,i,i,nucleus/vowel,"TK: 'nai', 'nei', 'nii', 'ni'; AN: 'ni', 'nii', 'ini', 'mini', 'iní', 'hiní', 'niʔan'",5
this,THIS,4,0,na,na,CV skeleton,"TK: 'nai', 'naːi', 'nan'; AN: 'nana', 'niʔan', 'nena', 'ina'",3
this,THIS,4,0,k,k,onset (rare),"TK: 'kai', 'kɐi'; AN: 'macki', 'tike'",2
this,THIS,4,0,nɘ/ə,ni,vocalic nucleus after n,"TK: 'nɘi', 'nəi'; AN: 'ni', 'ini', 'hini', 'mini'",3
water,WATER,4,0,n,n,onset,"TK: nam, na:m, namʔ, n.a.m; AN: nanum, nanom, nanum, a.n.u.m",5
water,WATER,4,0,a,a,vowel nucleus,"TK: nam, na:m, zam, lam, n.a.m; AN: nanum, danum, nanom, zanum, lanɨm, a.n.u.m",5
water,WATER,4,0,m,m,coda/onset or coda,"TK: nam, na:m, namʔ; AN: nanum, nanom, danum, zanum, lanɨm, a.n.u.m",5
water,WATER,4,0,l/z,l/z/d,onset alternant (non-nasal),"TK: lam, zam, lɐm, zam; AN: lanɨm, zanum, danum, dalum",3
water,WATER,4,0,ɣ/ʝ/j,∅ / y / w,"onset alternant: weak dorsal/palatal in TK, variable in AN","TK: ɣɐm, ʝɐm, jɐm; AN: waya, wai, yeʔel",2
we,WE,4,0,t,t,onset,"TK: tau, toi, tiaw; AN: ita, ito, tika, kita, tika, atamo, ʔitaʔ",5
we,WE,4,0,au/aw/ɤw,a,"main vowel, coda loss","TK: tau, lau, raw, haw, hau, lɤw, rou; AN: ita, kita, aita, sika (i.a.), tika, atamo, amo, ami",3
we,WE,4,0,k,k,onset or medial,"TK: ku, ka (in compounds like ku_ka_mɨŋ); AN: kita, sika, kika, kitá, hikitam",4
we,WE,4,0,l/r,t/d,"onset/coda alternation, possibly pronoun/root variant","TK: lau, rao, raw, rou, lɤw; AN: ito, atamo, kitá, tika, ita",2
we,WE,4,0,ŋ,m,syllable-final/coda in plurals or exclusive forms,"TK: mɨŋ (compounds like ku_ka_mɨŋ); AN: ramut, mautolu",2
we,WE,4,0,h/f,ʔ/h,onset,"TK: hau, haw, hɣau, fau, fou; AN: ʔato, ʔita, hikitam",2
dust,DUST,3,0,f/p/ph,b/p,"onset, CVC skeleton","TK: fun, fɔn, phun, puŋ — AN: bunuvun, buk, abuk, bo(k), appuk, bunuvun",4
dust,DUST,3,0,n,n,medial/coda,"TK: fun, mon, ban, phun — AN: bunuvun, abun, vovon",4
dust,DUST,3,0,u,u/o,vowel nucleus,"TK: fun, puŋ, phun — AN: bunuvun, abuk, vovok, appuk",4
dust,DUST,3,0,ŋ/k,k,coda/final,"TK: puŋ, moŋ — AN: buk, abuk, bok, appuk, vovok",3
dust,DUST,3,0,m,b,onset,"TK: mok, mon, muk, moŋ — AN: bunuvun, burabur, buqas, bok",2
fire,FIRE,3,0,f/p,p,onset,"TK: faj, fai, fei, pai, pui, pei / AN: apuy, apúy, apoi, apui, puniq, putung",4
fire,FIRE,3,0,aj/ai/ei/ui,uy/ui/oi,nucleus+C2 (rhyme),"TK: faj, fai, fei, pui / AN: apuy, apúy, apui, apoi",4
fire,FIRE,3,0,f,f,onset,"TK: fei, fəi / AN: foɾ, i.f.i",2
fire,FIRE,3,0,ph,h,aspirated onset,"TK: phaj / AN: hapuy, haˈpuj, 'hapuy",2
fire,FIRE,3,0,u,u,nucleus,"TK: pui, pu:i / AN: apuy, puniq, putung",3
i,I,3,0,k,k,onset,"TK: kau, kuu, kou, ku; AN: aku, ʔaku, ʕku, akó, yakúʔ",5
i,I,3,0,ʔ,ʔ,onset,"TK: ʔie, ʔje, ʔai, ʔju; AN: ʔako, ʔaku, ʔaˈko",4
i,I,3,0,j,y/j,onset,"TK: jau, jau, ʔje; AN: yaku, yakúʔ, j.a.k.u, yaken, yau",4
i,I,3,0,au/au,aku/aku,nucleus (vowel sequence),"TK: kʌu, kau, jau, kɔu; AN: aku, ʔaku, akó, yakúʔ",4
i,I,3,0,ai,ai/ay,nucleus,"TK: ʔai, ʁai; AN: (fewer but present in) aiku, yaken",2
i,I,3,0,h,h,"onset (some Tai, western MP & Malagasy AN)","TK: ha:, hou; AN: haʔˈku, hikan, izaho",2
lightning,LIGHTNING,3,0,l,l,onset,"TK: lap.⁸_liŋ.⁶, laːt⁷ va¹, lap.¹³; AN: lapet-, ilat, kilat, kidlat",5
lightning,LIGHTNING,3,0,p,t,coda,"TK: lap, lep, lɛp; AN: kilat, ilat, kidlat",4
lightning,LIGHTNING,3,0,a,a,nucleus,"TK: lap, laːp, fa; AN: lapet-, ilat, kilat",5
lightning,LIGHTNING,3,0,j,y,medial/onset of 2nd syllable (less robust),"TK: jap, pja; AN: yap in koli'yapyap",2
lightning,LIGHTNING,3,0,f/ph,k/g,"onset (less frequent, likely convergence or borrowing, but notable)","TK: fa:, pha:, fa:₄_ma:₆_lɛp.₈; AN: kilat, gilat (possible k~f alternation, but not robustly attested)",2
ten,TEN,3,0,s-,s-,syllable onset,"TK: sip, sup, səp; AN: sepulu(h), sapulu, sampulu",5
ten,TEN,3,0,s-,p-,syllable onset,"TK: sip, sup, səp; AN: pulu, pulò, polo",3
ten,TEN,3,0,-p,"-l, -lu, -lo",syllable coda (TK) to AN liquid/vowel coda,"TK: sip, sup, səp; AN: pulo, fulu, polo",3
ten,TEN,3,0,f-,f-,syllable onset (marginal in both),"TK: fu:t (Hlai; rare); AN: fulu, fòlo, fúlu",2
ten,TEN,3,0,"θ-, ɕ-, š-","s-, h-","onset, fricatives","TK: θep, ɕip, šip; AN: sepulu(h), huɾa",3
wing,WING,3,0,p,p,onset,"TK: pik, piik, p.iː.k, pək, pa_həu; AN: paakə, pakô, payad, palit, panid, papa:lít, pikpik, panyid",5
wing,WING,3,0,V: (long vowel),a,"nucleus, CV(C) skeleton","TK: pi:k, pìik, p.iː.k; AN: paakə, pakô, palit, pana-, payad",3
wing,WING,3,0,k / k̚,k / ʔ,coda,"TK: pik, pək, pi:k; AN: paakə, pakô, pikpik",4
wing,WING,3,0,f / phi,p,onset,"TK: fɤːt, fɯət, fuət, fɨ:t, phi:k; AN: paakə, pakô, papa:lít (variation likely from earlier p > phi / f),",2
wing,WING,3,0,Vŋ,ŋ / ŋu,coda / rhyme,"TK: vɛŋ, δia:ŋ; AN: apoŋṵ, eopúŋu, qaqahiŋ",2
and,AND,2,0,taŋ,t(o/a)ŋ,CVC skeleton,"TK: taŋ.¹¹, taŋ.², kap.taŋ.²; AN: t.o.ŋ",4
and,AND,2,0,kap,kap/kag,CVC onset-coda,"TK: kap.⁷, kap.taŋ.²; AN: kag, kap (in forms like kapisa in outside lists), kano",3
and,AND,2,0,wan,kan,Onset + Nasal coda,"TK: wan.⁴; AN: kan, kano, kan'od",3
and,AND,2,0,neːm/neɐm,nan/niqan,"N-initial, nasal coda","TK: neɐm³⁵, neːm²⁴; AN: nan, níqan",2
ash,ASH,2,0,t,ʔ/Ø/q,onset,"TK: taw, tau, tăw || AN: abu, abo, avu, qafu, ʔabu, qaßuliʔ",3
ash,ASH,2,0,aw/au/əu/ɐu,a(u)/a(o)/a(ʊ),main vowel,"TK: taw, tau, tăw, tɐu || AN: abu, abo, avu, abú",4
ash,ASH,2,0,v/f/p,b/v/f,onset or medial/2nd C,"TK: vuk, vuək, puk, fuk, piau; AN: abu, avu, qafu, wawu",4
ash,ASH,2,0,k/ʔ (coda),ʔ (coda)/Ø,coda,"TK: vuʔ, puk, vuk, pʰuk; AN: abo', ʔavuʔ, ʔabu, qaßuliʔ",3
ash,ASH,2,0,pl-,qbl-/l-,complex onset,"TK: plɛu; AN: qbulic, qbulits, laɡalap",2
bad,BAD,2,0,w/v/f,r,onset (CVC/VCV syllables),"TK: wa:i (several Tai, Kam-Sui, Lakkia); va:i (Tai, Kra); fa:i (Kam-Sui). AN: rasy, ratsy, rase, roka, rata, rasy (western MP, oceanic)",4
bad,BAD,2,0,l,r,"onset (VCV; le:w, leew vs rasy, rasy)","TK: le:w, leew, le:u (Tai); AN: rasy, rase, ratsy (western MP)",3
bad,BAD,2,0,h,h,"onset, possibly word-initial or before low vowels","TK: ha:i (Tai), həi (Kra); AN: hat, i-hat, hɛpɔ (oceanic, shwng)",3
bad,BAD,2,0,p/b,p/b,"onset, CVC forms","TK: pʰa (Kam-Sui), baw/bɔ (Tai); AN: pjuwa, puluʷil, fisale (oceanic)",2
bamboo,BAMBOO,2,0,m,b/v,onset,"TK: mai.⁴, maj.⁵, mo.³⁵; AN: bambu, bambu, vau, vavœtœ",3
bamboo,BAMBOO,2,0,p/f,b/v,onset,"TK: pan¹, fan¹, fai.⁴, phaj.², pai.³; AN: bambu, vau, vavœtœ",3
bamboo,BAMBOO,2,0,ai/aj,au/aw/ou,nucleus/rhyme,"TK: maj.⁵, phaj.², pai.³, fai.⁴; AN: vau, hau, ɣau, aɣau, kao!",4
bamboo,BAMBOO,2,0,kw,k,onset,"TK: kwan.¹; AN: kope, kevu, kao!, kaur",2
bamboo,BAMBOO,2,0,boŋ/bo,bambu/-mbu,syllable/coda,"TK: mai.⁶_boŋ.², maj.⁵_bo:.², mai.⁴_bo.⁵; AN: bambu, namboko, nembi",2
beard,BEARD,2,0,mV(V)m,mumi / humi / umi / vumi / vomi,"CVC skeleton (labial onset and coda, high vowel nucleus)","TK: mum, mɨm, mʊm, mɜm, mom, mɔm; AN: humi, umi, vumi, vomi",4
beard,BEARD,2,0,nut~not~njut,num- (as in numambo),"CVn onset, labial or coronal coda","TK: nut, not, njut; AN: numambo",2
beard,BEARD,2,0,plu:t,buluŋ- (as in buluŋɔuŋɔu),"labial onset cluster, liquid + high vowel",TK: plu:t; AN: buluŋɔuŋɔu,1
beard,BEARD,2,0,lot,"rate, tatate, sasate",CVC skeleton with lateral or coronal onset; variable finals,"TK: lot; AN: rate, tatate, sasate",1
because,BECAUSE,2,0,j,n,onset (syllable-initial),"TK: jin, jən, jin_wi | AN: na, naa, nafuña, nauña, na_pukuna",3
because,BECAUSE,2,0,wi/vi/vai/wei,na/nia/ña,"rime (nucleus+coda, especially in second syllable)","TK: jin_wi, jin_vi, jin_wei | AN: ania, inia, nauña, naa, nafuña, na_pukuna",3
because,BECAUSE,2,0,p(h)r/p(h)ɔ/pə,p/b/v,onset (syllable-initial),"TK: phrɔ, phɔ, pə, kɔp_pə | AN: puna, bosatra, vuna, mbana, puna",2
because,BECAUSE,2,0,k,g/ŋ/k,"onset (less frequent, initial)","TK: kɔp_pə | AN: kaŋa_mea, meaŋgā",1
because,BECAUSE,2,0,n,n,coda/final in first/second syllable,"TK: jin, han | AN: na, puna, vuna, vununa",2
belly,BELLY,2,0,t-,t-,onset of main syllable,"TK: tɔŋ²¹⁴, toŋ²¹⁴, t̪hɔɔŋ; AN: ti'áɬ, tian, tiʔɨn, təˈjan",5
belly,BELLY,2,0,p-/ph-,p-,onset of main syllable,"TK: phuŋ, phoɁ8, pok7, pɔk7; AN: p.e.r.u.t, po-kon, pusqon",4
belly,BELLY,2,0,-oŋ/-ɔŋ,-ang/-an/-an,rime (nucleus + nasal coda),"TK: tɔŋ²¹⁴, toŋ²¹⁴, mok7, loŋ²; AN: tian, 'tiang, atian, tiaθ",3
belly,BELLY,2,0,l-,b-,onset of main syllable,"TK: loŋ²; AN: baráŋ', bodek, berebewang, boko",2
beloworunder,BELOW OR UNDER,2,0,t,t,"onset (CVC, CVVC templates)","TK: taj, taɨ, tam, te, tok; AN: teku, tadu, to tibawa",4
beloworunder,BELOW OR UNDER,2,0,kha(ŋ),ka-,"onset, first syllable in disyllabic forms","TK: kha:ŋ_ta:j, kha:ŋ_tam, kha.³; AN: kamasal, kofavau",3
beloworunder,BELOW OR UNDER,2,0,l,l,"onset, disyllabic forms","TK: lum, la; AN: laʔan, la-pa, libəŋ, laʔnu",3
beloworunder,BELOW OR UNDER,2,0,m,m,syllable/mid position (nucleus/coda or initial),"TK: maŋ, tam, lum; AN: moco, ambanj, kamasal",2
beloworunder,BELOW OR UNDER,2,0,b,b(w),onset in forms for 'below',"TK: ba (in ʔba_ha:p); AN: babá, bawah, bawa, ubos",2
beloworunder,BELOW OR UNDER,2,0,ŋ,ŋ,"coda/final (CVC, nasal coda)","TK: kha:ŋ, wa:ŋ; AN: kamasal, dungan",2
bird,BIRD,2,0,n(o/u)k,n(u/o)k,"CVC skeleton, full word","TK: nok, nɔk, nuk, n̪ok, ńok, nɔ̆k (Tai, Kam-Sui); AN: manuk, ʔanuk, mamanuk, nanuk, qanok (WMP, SHWNG)",5
bird,BIRD,2,0,m-,ma-,prefix or initial syllable,"TK: mok (Kam-Sui), ma.lo (Kra), mo.naŋ (Kra), mlok (Lakkia-Biao); AN: manuk, mamanuk, mani, man (WMP, SHWNG)",4
bird,BIRD,2,0,l-,l-,word-initial (secondarily),"TK: lɔk, lok (Tai); AN: lagum, laciw (WMP)",2
bird,BIRD,2,0,-k (coda),-k (coda),coda,"TK: nok, nɔk, nuk, mok, lok (multiple clades); AN: manuk, ʔanuk, mamanuk, nanuk, qanok (WMP, SHWNG)",5
black,BLACK,2,0,d,t,"onset, CVC skeleton","TK: dam, ʔdam, dəm3; AN: itəm, itum, mity, mitom",3
black,BLACK,2,0,m,m,"coda/nucleus, after main vowel or in nasal-final forms","TK: dam, nam, lam; AN: itəm, itum, didem, mity",4
black,BLACK,2,0,n,n,"onset, only in some forms","TK: nam, nâm, nɐm; AN: mavaɨng, lumuniʡ",2
black,BLACK,2,0,a,i,"main vowel, in CVC forms","TK: dam, nam, ʔdam, lam; AN: itəm, mitom, mity",3
black,BLACK,2,0,l,l,"onset or medial, some minority forms","TK: lam, lo:k, laŋ; AN: lumuniʡ, waliŋ",2
blunt,BLUNT,2,0,mVt,ma-tVt,CVC skeleton,"TK: mɤt, mɜt, mɪt, mɐt, mot; AN: matales, matarictic",3
blunt,BLUNT,2,0,mVp,pVp,CVC skeleton,"TK: mɔːp, moːp, mup; AN: ipup, dupol, papu",2
blunt,BLUNT,2,0,ŋVm,ŋVl,nasal-initial with medial back vowel and nasal/lateral coda,"TK: ŋom, ŋɔm, ŋam; AN: ngaleh, mongalod, mangurol",2
blunt,BLUNT,2,0,təm/tap,dip/dup,"CVC skeleton, alveolar onset","TK: təm, tap; AN: dip, dupol",2
board,BOARD,2,0,p,p/b,onset,"TK: pen, pɛn, paːn; AN: papa, bamba, bela, papa_lāʔau",4
board,BOARD,2,0,n,n/m/l,coda (TK)/syllable-final (AN) or medial,"TK: pen, pɛn, paːn; AN: bamba, lambete, mbela",3
board,BOARD,2,0,a/e/ɛ,a/e,nucleus vowel,"TK: pɛn, pen, paːn, pin, pɛːn; AN: papa, lambete, bela, mbela",3
bone,BONE,2,0,d/ɗ/ʔd,t,onset,"TK: doːk, ɗuːk, ʔdoːk; AN: tul, tuŋal, tungal, tu'an",4
bone,BONE,2,0,k/g/kʔ,g/ʔ,coda,"TK: doːk, kut, laːk; AN: tungal, tuŋal, butol, bukal",3
bone,BONE,2,0,u/ɯ,u,nucleus,"TK: duːk, kuːt, rɯːk; AN: tul, buuc, butol",4
bone,BONE,2,0,l,l,coda,"TK: laːk, lak; AN: tul, bukal, tungal",2
bone,BONE,2,0,b,b,"onset, alternative roots","TK: (no clear TK b-forms, but possible linkage to AN buuc, butol, bukal); AN: buuc, butol",1
boy,BOY,2,0,l,l,onset,"TK: la:k, luk, lɨk; AN: laqi, leʔfā",3
boy,BOY,2,0,k,k,coda or stem-final,"TK: luk, lɨk, la:k; AN: anak, laqi, nanu-k",3
boy,BOY,2,0,n,n,onset; sometimes prefix,"TK: no.⁴_ni.⁶, nuŋ; AN: nanu-k, nau-, natu-, nobuŋ",2
boy,BOY,2,0,a,a,nucleus or root vowel,"TK: la:k, lɨk, dek, dæk; AN: anak, laqi, nanu, tamasiʔi",3
branch,BRANCH,2,0,ŋ,ŋ,onset or coda,"TK: 'ŋəi', 'ŋei', '+ŋa'; AN: 'saŋa', 'taŋa', 'sanɡa', 'sanga', 's.a.ŋ.a', 'sáŋa', 'taŋo'",4
branch,BRANCH,2,0,iŋ,iŋ,rhyme/coda,"TK: 'tiŋ', 'kiŋ', 'tsiŋ'; AN: 'ritsiŋ', 'pising', 'salinsíng', 'lelaŋ'",3
branch,BRANCH,2,0,ts,s,onset,"TK: 'tsiŋ', 'tsəŋ'; AN: 'sanga', 'saŋa', 's.a.ŋ.a', 'sida', 'sida', 'sangaʔ'",3
branch,BRANCH,2,0,k/ki,ka/ka,onset and nucleus,"TK: 'kiŋ', 'këi'; AN: 'palaka', 'sapak', 'plaka'",2
brother,BROTHER,2,0,p/pi/pi:,t/ta/tei,"onset, CV root","TK: pi.⁴_nu:ŋ.⁴, pi.⁶_lɔŋ.⁴, phi:.⁴_nɔ:ŋ.⁴; AN: taina, tei-, tuaána",2
brother,BROTHER,2,0,n/noŋ/nuŋ/nuaŋ,n/na/neu/ne,"coda or 2nd-syllable nucleus, kin-suffix","TK: nuŋ.⁴, nuaŋ.⁴, nɔ:ŋ.⁴; AN: taina, kana, kaikuaʔana, tuaána",3
brother,BROTHER,2,0,fa/va/pai/phi,ka/kak/kua,onset of 1st syllable,"TK: fai.⁴, va:i.⁴, phîichaay; AN: kakak, kaikuaʔana, kaikua`ana",2
brother,BROTHER,2,0,ti/tei/ć(i)/tjo,tei/ta/tuŋ,"onset, CV shape","TK: tiə.⁵⁴, tjo.⁴², ćai.³¹; AN: tei-, taina, tuŋaane",2
burnsomething,BURN (SOMETHING),2,0,p/ph,p,onset,"TK: phau, phaw, puŋ, pjau | AN: puhi, pe_ke_malala, kapu-",4
burnsomething,BURN (SOMETHING),2,0,m,m,onset,"TK: mai, cam | AN: membakar, mandòro, mom, mak, -mari",3
burnsomething,BURN (SOMETHING),2,0,t,t/d,onset,"TK: tut, ti:u, ta:u | AN: já:dò, mandòro",2
burnsomething,BURN (SOMETHING),2,0,k,k,onset (rare),"TK: (rare: none dominant, possible from 'cut' compounded) | AN: kapu-, kaa-ŋia",1
burnsomething,BURN (SOMETHING),2,0,a/u,a/u,vowel nuclei,"TK: ta:u, phau, puŋ | AN: kapu-, puhi, mandòro",3
buttocks,BUTTOCKS,2,0,kVn/kVm,mu/nu,CVC nucleus/final,"TK: kun, kôn, kVm, kɔn; AN: muri, kunu, remu, lemu",4
buttocks,BUTTOCKS,2,0,ma-/mu-,mu-,syllable onset,"TK: ma.lun; AN: muri, mu- in multiple forms",3
